,tweet-id,tweet-text,include-links,tweet-url
74,808114703922843649,"Just watched @NBCNightlyNews - So biased, inaccurate and bad, point after point. Just can't get much worse, although @CNN is right up there!",,https://twitter.com/realDonaldTrump/status/808114703922843649
75,808107215492091904,Will be interviewed on @FoxNews at 10:00 P.M. Enjoy!,,https://twitter.com/realDonaldTrump/status/808107215492091904
76,807970490635743237,"Whether I choose him or not for ""State""- Rex Tillerson, the Chairman & CEO of ExxonMobil, is a world class player and dealmaker. Stay tuned!",,https://twitter.com/realDonaldTrump/status/807970490635743237
77,807945982633709570,"I spent Friday campaigning with John Kennedy, of the Great State of Louisiana, for the U.S.Senate. The election is over - JOHN WON!",,https://twitter.com/realDonaldTrump/status/807945982633709570
78,807935995316408322,"Being at the Army - Navy Game was fantastic. There is nothing like the spirit in that stadium. A wonderful experience, and congrats to Army!",,https://twitter.com/realDonaldTrump/status/807935995316408322
79,807932020236124160,I will be interviewed today on Fox News Sunday with Chris Wallace at 10:00 (Eastern) Network. ENJOY!,,https://twitter.com/realDonaldTrump/status/807932020236124160
80,807663477322027008,October 2015 - thanks Chris Wallace @FoxNewsSunday!,https://vine.co/v/e9vHVIMn5Al,https://twitter.com/realDonaldTrump/status/807663477322027008
81,807589280071684096,"A very interesting read. Unfortunately, so much is true.",https://www.washingtonpost.com/investigations/pentagon-buries-evidence-of-125-billion-in-bureaucratic-waste/2016/12/05/e0668c76-9af6-11e6-a0ed-ab0774c1eaa5_story.html?utm_term=.7765826ffbc7,https://twitter.com/realDonaldTrump/status/807589280071684096
82,807588632877998081,"Reports by @CNN that I will be working on The Apprentice during my Presidency, even part time, are ridiculous &amp; untrue - FAKE NEWS!",,https://twitter.com/realDonaldTrump/status/807588632877998081
83,807565127021109252,"As a show of support for our Armed Forces, I will be going to The Army-Navy Game today. Looking forward to it, should be fun!",,https://twitter.com/realDonaldTrump/status/807565127021109252
84,807547249681166336,I have NOTHING to do with The Apprentice except for fact that I conceived it with Mark B & have a big stake in it. Will devote ZERO TIME!,,https://twitter.com/realDonaldTrump/status/807547249681166336
85,807545243608420352,".@RudyGiuliani, one of the finest people I know and a former GREAT Mayor of N.Y.C., just took himself out of consideration for ""State"".",,https://twitter.com/realDonaldTrump/status/807545243608420352
86,807427326522884096,"Thank you Michigan. We are going to bring back your jobs & together, we will MAKE AMERICA GREAT AGAIN! Watch: http://bit.ly/2guG3krMICHIGAN",http://bit.ly/2guG3krMICHIGAN,https://twitter.com/realDonaldTrump/status/807427326522884096
87,807347429062443009,Thank you Louisiana! Get out & vote for John Kennedy tomorrow. Electing Kennedy will help enact our agenda on behalf of the people.,,https://twitter.com/realDonaldTrump/status/807347429062443009
